projectid,countryname,regionname,sector_group,approval_year,closingyear,env_cat,planned_cost_adj_both,duration_planned,cancellation,delay,cost_change_perc_num,app_E_pct,app_S_pct,app_G_pct,app_E1_pct,app_E2_pct,app_E3_pct,app_S1_pct,app_S2_pct,app_S3_pct,app_S4_pct,app_S5_pct,app_G1_pct,app_G2_pct,app_G3_pct,app_G4_pct,app_G5_pct,E_emergence_rate,S_emergence_rate,G_emergence_rate,E1_emergence_rate,E2_emergence_rate,E3_emergence_rate,S1_emergence_rate,S2_emergence_rate,S3_emergence_rate,S4_emergence_rate,S5_emergence_rate,G1_emergence_rate,G2_emergence_rate,G3_emergence_rate,G4_emergence_rate,G5_emergence_rate,app_S3a_Land_pct,app_S3b_Displac_pct,app_G2a_Cost_pct,app_G2b_Fiscal_pct,app_G2c_Econ_pct,app_E3a_Habitat_pct,app_E3b_Species_pct,app_E3c_Forest_pct,app_E3d_Biodiv_pct,S3a_Land_emergence_rate,S3b_Displac_emergence_rate,G2a_Cost_emergence_rate,G2b_Fiscal_emergence_rate,G2c_Econ_emergence_rate,E3a_Habitat_emergence_rate,E3b_Species_emergence_rate,E3c_Forest_emergence_rate,E3d_Biodiv_emergence_rate,era,size_category,low_S3_coverage,low_S4_coverage,low_E3_coverage,high_G2_emergence,risk_score
P003650,China,East Asia and Pacific,Energy,1997,2005,A,6506.531048,218.5,False,43.2,-25.54,3.0269725694921465,2.056143243119476,4.345835050602189,0.8655035032284655,1.4150295370243164,0.7464395292393644,0.796812749003984,0.215231029903375,0.8929798049182581,0.11448459037413565,0.0366350689197234,0.5541054174108164,1.1906397398910107,1.3097037138801118,0.6365343224801941,0.6548518569400559,0.2777777777777778,0.47540983606557374,0.41566265060240964,0.08333333333333333,0.29545454545454547,0.375,0.52,0.5454545454545454,0.42105263157894735,0.5,0.0,0.6,0.3939393939393939,0.4444444444444444,0.4583333333333333,0.06666666666666667,0.4991528140312314,0.3938269908870266,0.21065164628840957,0.7052250767046755,0.27476301689792554,0.18775472821358244,0.3938269908870266,0.15569904290882447,0.00915876722993085,-0.7244094488188977,-0.373015873015873,-0.3880597014925373,-0.32051282051282054,-0.08035714285714286,-0.136986301369863,-0.6796116504854369,-0.725,-0.25,1995-99,Large,0,1,0,1,2
P003653,China,East Asia and Pacific,Transport,1999,2005,B,845.6293781,191.5,True,0.0,-53.53,1.5183246073298429,0.8424559733460257,3.8838648262732036,1.3374583531651596,0.07615421227986673,0.10471204188481677,0.4616849119466921,0.24750118990956688,0.10471204188481677,0.0,0.02855782960495002,0.5616373155640171,1.7753450737743932,0.6139933365064255,0.4521656354117087,0.48072346501665875,0.3333333333333333,0.36363636363636365,0.265625,0.5,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.2777777777777778,0.5263157894736842,0.3333333333333333,0.0,0.09519276534983341,0.00951927653498334,0.30937648738695855,1.0518800571156592,0.4140885292717753,0.09043312708234173,0.00951927653498334,0.00475963826749167,0.0,-0.64,-0.25,-0.8714285714285714,-0.8931623931623932,-0.6203703703703703,-0.625,-0.6666666666666666,-0.5,0.0,1995-99,Small,1,1,1,0,3
P003654,China,East Asia and Pacific,Transport,1996,2004,A,5719.793814,214.2,False,30.5,-0.49,0.8811299584185863,2.7060920071282424,3.5806217411391983,0.2673090885090093,0.2541086396937496,0.3597122302158274,0.9999339977559238,0.7821265923041384,0.7656260312850637,0.07590258068774339,0.08250280509537325,0.4158141376806811,0.9735331001254042,0.94383209029107,0.7425252458583591,0.5049171671836842,0.16666666666666666,0.3793103448275862,0.34615384615384615,0.25,0.2857142857142857,0.07692307692307693,0.4,0.43478260869565216,0.2222222222222222,1.0,0.0,0.14285714285714285,0.3888888888888889,0.45,0.4444444444444444,0.1875,0.3894132400501617,0.376212791234902,0.2112071810441555,0.5115173915913142,0.25080852748993465,0.20790706884034055,0.0330011220381493,0.11550392713352255,0.00330011220381493,-0.5695364238410596,-0.422360248447205,-0.4827586206896552,-0.7374301675977654,-0.4036697247706422,-0.3368421052631579,-0.75,-0.3148148148148148,-0.5,1995-99,Large,0,1,0,1,2
P003910,Indonesia,East Asia and Pacific,Energy,1994,2001,A,5735.15464,198.8,True,15.0,-27.42,3.8053097345132745,1.2651589642740084,3.3661094723041627,0.898066207800721,2.0091773189118323,0.898066207800721,0.5244182235332678,0.15404785316289743,0.4228121927236972,0.11799410029498525,0.045886594559160936,0.6129137987545067,1.2094395280235988,0.4621435594886922,0.45558833169452634,0.6260242543428384,0.26506024096385544,0.35714285714285715,0.3939393939393939,0.19047619047619047,0.3695652173913043,0.0625,0.3684210526315789,0.6666666666666666,0.16666666666666666,0.4,0.6666666666666666,0.52,0.4444444444444444,0.35294117647058826,0.2857142857142857,0.22727272727272727,0.24254342838413634,0.1802687643395608,0.14421501147164864,0.6751884627990823,0.3900360537528679,0.30809570632579486,0.475254015077024,0.10160603080957063,0.013110455588331694,-0.4056603773584906,-0.6323529411764706,-0.5614035087719298,-0.5353159851301115,-0.4484848484848485,-0.7663551401869159,-0.6440677966101694,-0.2857142857142857,-0.8,1989-94,Large,0,1,0,1,2
P003945,Indonesia,East Asia and Pacific,Transport,1994,2001,B,5665.22042,176.8,True,61.0,-35.8,0.35798641865958075,1.41718334809566,3.2440212577502217,0.16238559196929436,0.0959551225273103,0.09964570416297609,0.43917921464422793,0.6532329495128432,0.2583407144966047,0.04428697962798937,0.022143489813994686,0.46501328609388837,1.3027753173900207,0.2989371124889283,0.5978742249778566,0.5794213167995276,0.4,0.4,0.45,0.0,0.0,0.8,0.5454545454545454,0.2631578947368421,0.2857142857142857,1.0,0.0,0.5185185185185185,0.43636363636363634,0.6470588235294118,0.4166666666666667,0.23529411764705882,0.18821966341895482,0.07012105107764985,0.23250664304694418,0.6606141127841748,0.4096545615589016,0.08119279598464718,0.0,0.007381163271331562,0.011071744906997343,-0.4305555555555556,-0.7727272727272727,-0.6075949367088608,-0.33955223880597013,-0.45751633986928103,-0.7307692307692307,0.5,0.5454545454545454,-0.75,1989-94,Large,1,1,1,1,4
P003979,Indonesia,East Asia and Pacific,Energy,1995,2000,B,6538.375178,116.8,True,38.0,-11.7,1.858791229176715,1.3727599896115459,3.628538567135384,0.23374021444737136,1.3542091789411197,0.27084183578822396,0.4823210774310837,0.06307275627944942,0.22631989017920084,0.5676548065150446,0.03339145920676734,0.6233072385263236,1.4803546915000185,0.3561755648721849,0.50087188810151,0.6678291841353468,0.3548387096774194,0.36363636363636365,0.34328358208955223,0.0,0.34615384615384615,0.5,0.4,1.0,0.4,0.25,0.0,0.21052631578947367,0.391304347826087,0.5,0.3333333333333333,0.125,0.11872518829072831,0.10759470188847252,0.19663859310651874,0.7309019404147962,0.5528141579787036,0.10388453975438726,0.09646421548621675,0.06307275627944942,0.0074203242681705195,-0.7567567567567568,-0.7878787878787878,-0.35443037974683544,-0.37630662020905925,-0.495,-0.78125,-0.9629629629629629,-0.6666666666666666,-0.6666666666666666,1995-99,Large,1,0,1,1,3
P003993,Indonesia,East Asia and Pacific,Transport,1998,2005,A,6260.258211,175.1,True,60.9,-40.62,0.330844927044452,0.9840515778758059,4.351883271123176,0.14421445537835087,0.08483203257550051,0.10179843909060061,0.35629453681710216,0.39022734984730234,0.1526976586359009,0.08483203257550051,0.0,0.8652867322701051,1.9172039362063114,0.40719375636240246,0.7125890736342043,0.4496097726501527,0.5384615384615384,0.42857142857142855,0.4166666666666667,0.25,0.6,0.75,0.3684210526315789,0.5,0.42857142857142855,0.0,1.0,0.36666666666666664,0.41025641025641024,0.5,0.3333333333333333,0.47619047619047616,0.12724804886325075,0.025449609772650154,0.34781133355955207,1.0604004071937563,0.508992195453003,0.05089921954530031,0.00848320325755005,0.025449609772650154,0.0169664065151001,0.06060606060606061,0.4166666666666667,-0.6274509803921569,-0.5120481927710844,-0.2872340425531915,0.13333333333333333,-0.5,-0.75,-0.6666666666666666,1995-99,Large,1,1,1,1,4
P004026,Indonesia,East Asia and Pacific,Transport,1996,2004,B,1537.222622,178.3,True,68.5,-36.87,0.4483837330552659,1.4494264859228363,4.556830031282586,0.2711157455683003,0.10948905109489052,0.06777893639207508,0.813347236704901,0.34932221063607927,0.22419186652763295,0.005213764337851929,0.05735140771637122,0.4744525547445255,2.0072992700729926,0.49530761209593327,0.9645464025026069,0.6152241918665275,0.4444444444444444,0.4594594594594595,0.42276422764227645,0.16666666666666666,0.5,0.6666666666666666,0.4117647058823529,0.5,0.375,0.0,1.0,0.5,0.3584905660377358,0.6666666666666666,0.47058823529411764,0.3,0.20333680917622526,0.020855057351407715,0.31282586027111575,1.3034410844629822,0.3910323253388947,0.05213764337851929,0.005213764337851929,0.010427528675703858,0.0,-0.3620689655172414,0.1,-0.7285714285714285,-0.4438040345821326,-0.32456140350877194,-0.23529411764705882,-0.5,0.0,0.0,1995-99,Medium,1,1,1,0,3
P004607,Philippines,East Asia and Pacific,Energy,1994,2000,A,6445.049147,154.1,True,22.9,6.34,2.5958023575799896,1.5443381114716392,2.928492216700209,0.6160923317041114,1.3800468230172094,0.5996632028586685,0.7803836201585411,0.09857477307265781,0.5051957119973713,0.10678933749537932,0.05339466874768966,0.46823017209512463,1.2691502033104696,0.3778699634451883,0.39019181007927056,0.42305006777015647,0.22826086956521738,0.3111111111111111,0.4759036144578313,0.13043478260869565,0.25925925925925924,0.26666666666666666,0.24,0.75,0.35714285714285715,0.0,0.0,0.3888888888888889,0.5393258426966292,0.4166666666666667,0.35714285714285715,0.42857142857142855,0.2587587793157268,0.24643693268164454,0.19714954614531563,0.7639544913130981,0.3080461658520557,0.13554031297490451,0.34911898796566315,0.11089661970674004,0.004107282211360743,-0.3368421052631579,-0.44047619047619047,-0.1411764705882353,-0.027548209366391185,-0.12686567164179105,-0.2641509433962264,-0.2391304347826087,-0.4864864864864865,0.0,1989-94,Large,0,1,0,1,2
P004799,Thailand,East Asia and Pacific,Energy,1995,2000,A,2491.022312,171.9,False,0.0,-32.99,3.03595206391478,1.1362627607634266,3.6706613404349753,0.5059920106524634,1.944074567243675,0.5858854860186418,0.5459387483355527,0.08877052818464269,0.3062583222370173,0.11096316023080338,0.08433200177541056,0.35508211273857077,1.7887261429205503,0.4882379050155349,0.4704837993786063,0.5681313803817133,0.358695652173913,0.2978723404255319,0.3448275862068966,0.625,0.30612244897959184,0.2962962962962963,0.2608695652173913,0.4,0.4444444444444444,0.14285714285714285,0.3333333333333333,0.5,0.2727272727272727,0.4444444444444444,0.5294117647058824,0.10526315789473684,0.20861074123391032,0.09764758100310697,0.20417221482467823,1.1318242343541944,0.4527296937416778,0.27518863737239235,0.1997336884154461,0.11096316023080338,0.0,-0.09195402298850575,0.1509433962264151,-0.576271186440678,-0.5674846625766872,-0.45390070921985815,0.1610738255033557,-0.3582089552238806,0.0,0.0,1995-99,Large,0,1,0,0,1
P004800,Thailand,East Asia and Pacific,Transport,1995,2001,A,1384.68995,137.8,True,38.0,-72.65,1.6875958861298939,2.2955849764191147,3.085402579692028,1.2046138985169612,0.2613784874140576,0.22160350019887493,0.8011818853343939,0.9886925393488266,0.3636570259673845,0.09091425649184612,0.05113926927666345,0.6420819364736633,0.8011818853343939,0.5057105517358941,0.47161770555145177,0.6648105005966248,0.25,0.48214285714285715,0.43,0.1875,0.0,0.42857142857142855,0.5909090909090909,0.5384615384615384,0.0,0.0,0.0,0.25,0.5714285714285714,0.5217391304347826,0.5,0.15384615384615385,0.28978919256775953,0.07386783339962498,0.09659639752258652,0.4204784362747883,0.28410705153701915,0.19887493607591342,0.011364282061480765,0.005682141030740382,0.005682141030740382,-0.609375,-0.6875,-0.4,-0.3669724770642202,-0.5303030303030303,-0.26785714285714285,-0.6666666666666666,-0.5,-0.5,1995-99,Medium,0,1,1,1,3
P004830,Viet Nam,East Asia and Pacific,Water,1997,2004,B,1174.105544,167.8,True,61.0,-37.71,2.9885633191418317,1.6445446197512315,3.205609817180065,0.6845312630436597,2.1078554136405376,0.19617664245763416,0.7888805409466567,0.20452458468987392,0.4925285917021454,0.06260956674179814,0.09600133567075717,0.538442273979464,1.3314967860422406,0.3464396026379497,0.6553134652308206,0.3339176892895901,0.20408163265306123,0.3409090909090909,0.3951612903225806,0.3333333333333333,0.19444444444444445,0.0,0.2631578947368421,0.5384615384615384,0.2,1.0,0.0,0.14285714285714285,0.3877551020408163,0.6,0.35714285714285715,0.4666666666666667,0.29217797812839136,0.20035061357375405,0.2462642958510727,0.8514901076884548,0.23374238250271306,0.08347942232239752,0.04591368227731864,0.06678353785791802,0.0,-0.7848101265822784,-0.5396825396825397,-0.6301369863013698,-0.5148148148148148,-0.3780487804878049,-0.4642857142857143,-0.6428571428571429,-0.7368421052631579,0.0,1995-99,Medium,0,1,1,1,3
P004836,Viet Nam,East Asia and Pacific,Energy,1995,2000,A,2205.549083,125.5,True,30.5,-21.62,2.096825719513258,1.777364737315947,3.8451485493567215,0.4501495658234833,1.3736822234484363,0.2729939302413382,0.769610548020794,0.052275433450469026,0.7318560683065664,0.15101791885691052,0.07260476868120698,0.6214968199111317,1.5856881479975604,0.44143699358173843,0.6853890163505939,0.5111375715156972,0.20454545454545456,0.3333333333333333,0.3235294117647059,0.5555555555555556,0.10344827586206896,0.16666666666666666,0.3076923076923077,0.6,0.36363636363636365,0.0,0.0,0.2608695652173913,0.296875,0.46153846153846156,0.4782608695652174,0.15384615384615385,0.48790404553771094,0.24395202276885547,0.2729939302413382,0.9496703743501873,0.3630238434060349,0.10164667615368977,0.09583829465919322,0.07550895942845526,0.0,-0.7925531914893617,-0.7789473684210526,-0.6578947368421053,-0.6093366093366094,-0.45930232558139533,-0.6136363636363636,-0.425531914893617,-0.7666666666666667,0.0,1995-99,Medium,0,0,1,0,1
P004843,Viet Nam,East Asia and Pacific,Transport,1997,2006,A,564.6706891,187.3,False,68.5,-42.99,2.265241259751517,2.3808147934123087,3.8659347009534812,0.3582779543484542,1.2828662236347876,0.624097081768275,0.6818838485986709,0.612539728402196,0.9014735625541751,0.06934412019647501,0.11557353366079169,0.5489742848887604,1.4099971106616584,0.5663103149378792,0.7801213522103438,0.5605316382548396,0.2631578947368421,0.38095238095238093,0.32727272727272727,0.38461538461538464,0.25,0.15384615384615385,0.2857142857142857,0.36363636363636365,0.42857142857142855,1.0,0.0,0.45,0.3333333333333333,0.3076923076923077,0.35294117647058826,0.13333333333333333,0.29471251083501876,0.6067610517191563,0.3120485408841375,0.7107772320138688,0.3871713377636521,0.49118751805836464,0.05200809014735626,0.07512279687951459,0.005778676683039584,-0.6612903225806451,-0.4066666666666667,-0.5571428571428572,-0.47904191616766467,-0.2980769230769231,-0.3053435114503817,-0.5833333333333334,-0.6875,-0.5,1995-99,Small,0,1,0,0,1
P004845,Viet Nam,East Asia and Pacific,Water,1999,2007,B,1314.01901,187.4,True,76.2,6.03,3.3426784558982097,2.321903529580907,2.329092085400043,0.4420961828768601,2.4081661994105383,0.4924160736108116,0.7044784702753217,0.26238228739846164,0.5678959097117389,0.7008841923657537,0.08626266982963122,0.48163323988210766,0.7547983610092732,0.4385019049672921,0.28394795485586943,0.37021062468550064,0.2638888888888889,0.32786885245901637,0.4357142857142857,0.3333333333333333,0.3023255813953488,0.07142857142857142,0.17647058823529413,0.46153846153846156,0.4117647058823529,0.3076923076923077,0.0,0.2,0.5454545454545454,0.45,0.4090909090909091,0.4444444444444444,0.4025591258716124,0.16533678384012654,0.14017683847315074,0.38818201423334053,0.22643950830278198,0.31629645604198114,0.03594277909567968,0.13658256056358278,0.0035942779095679677,-0.5625,-0.02197802197802198,-0.4107142857142857,-0.20555555555555555,-0.3655913978494624,-0.16447368421052633,-0.75,-0.925,0.5714285714285714,1995-99,Medium,0,0,0,1,1
P005146,"Egypt, Arab Republic of","Middle East, North Africa, Afghanistan, and Pakistan",Water,1991,2000,B,3192.076356,246.4,True,30.5,14.07,3.2753258783828487,1.2704294316151659,2.699662542182227,0.3242241778601204,2.5607093230993185,0.3903923774234103,0.58889697611328,0.19188777873354065,0.31760735790379147,0.08601865943227685,0.08601865943227685,0.44994375703037126,0.9462052537550454,0.41685965724872626,0.40362601733606823,0.48302785681201615,0.20930232558139536,0.38235294117647056,0.3723404255319149,0.2857142857142857,0.15,0.2222222222222222,0.4117647058823529,0.4444444444444444,0.5,0.0,0.0,0.3,0.40540540540540543,0.4166666666666667,0.36363636363636365,0.35714285714285715,0.31099053794746245,0.006616819956328988,0.21835505855885662,0.4300932971613843,0.2977568980348045,0.09925229934493482,0.04631773969430292,0.24482233838417256,0.0,-0.5833333333333334,-0.5,-0.21818181818181817,-0.5232558139534884,-0.0963855421686747,-0.2916666666666667,-0.6666666666666666,-0.5306122448979592,0.5,1989-94,Large,0,1,0,1,2
P005173,"Egypt, Arab Republic of","Middle East, North Africa, Afghanistan, and Pakistan",Water,1994,2006,B,1671.727771,246.0,True,121.8,-8.13,3.236894872529361,1.0455456889143513,2.8358636493841307,0.2936121455170438,2.728444571755944,0.2148381552563735,0.5800630191922085,0.121741621311945,0.20051561157261533,0.06445144657691207,0.0787739902606703,0.429676310512747,1.038384417072472,0.45832139788026355,0.46548266972214264,0.4439988541965053,0.5121951219512195,0.46774193548387094,0.5792079207920792,0.6086956521739131,0.5217391304347826,0.3076923076923077,0.45714285714285713,0.8,0.0,0.25,0.0,0.4583333333333333,0.5568181818181818,0.7045454545454546,0.6666666666666666,0.45454545454545453,0.18619306788885706,0.014322543683758236,0.3150959610426812,0.46548266972214264,0.2578057863076483,0.08593526210254941,0.028645087367516472,0.10025780578630766,0.0,0.15873015873015872,-0.6666666666666666,0.28225806451612906,0.10884353741496598,0.28431372549019607,0.3055555555555556,0.0,0.0,0.5,1989-94,Medium,1,1,1,1,4
P005215,"Iran, Islamic Republic of","Middle East, North Africa, Afghanistan, and Pakistan",Energy,1993,2000,B,5870.793739,159.8,True,76.3,-32.48,3.258865632794708,0.8838520767812602,3.6818132523587463,0.639843834725084,1.9032642880381738,0.7157575100314499,0.439214835701117,0.16809456674981021,0.14640494523370567,0.03253443227415682,0.09760329682247045,0.558507754039692,1.5399631276434227,0.639843834725084,0.5422405379026136,0.40125799804793405,0.14634146341463414,0.35714285714285715,0.42857142857142855,0.0,0.1875,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.4444444444444444,0.42105263157894735,0.46153846153846156,0.4375,0.375,0.13013772909662727,0.01626721613707841,0.1952065936449409,0.9923001843617829,0.35245634963669886,0.05964645916928749,0.6073094024509272,0.04337924303220909,0.005422405379026136,-0.6896551724137931,-0.75,-0.40384615384615385,-0.7476190476190476,-0.6582278481012658,-0.7692307692307693,-0.6791044776119403,-0.8888888888888888,-0.5,1989-94,Large,1,1,0,1,3
P005284,Jordan,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,1993,2000,B,543.515167,191.8,True,30.5,-11.53,0.36935363114549535,1.2228599950087347,4.1577239830296975,0.15472922385824806,0.15472922385824806,0.059895183428999244,0.4492138757174944,0.5240828550037434,0.07486897928624905,0.014973795857249811,0.159720489143998,0.5540304467182431,1.8617419515847267,0.4142750187172448,0.7087596705764911,0.6189168954329922,0.38461538461538464,0.5,0.41134751773049644,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.44,0.6086956521739131,0.3333333333333333,0.6666666666666666,0.25,0.5263157894736842,0.40384615384615385,0.38461538461538464,0.5652173913043478,0.19047619047619047,0.06987771400049912,0.0049912652857499375,0.3443973047167457,0.9283753431494883,0.5889693037184927,0.04991265285749938,0.009982530571499875,0.0,0.0,-0.3181818181818182,-0.5,-0.29906542056074764,-0.5224489795918368,-0.29508196721311475,-0.75,0.16666666666666666,0.0,0.0,1989-94,Small,1,1,1,1,4
P005435,Morocco,"Middle East, North Africa, Afghanistan, and Pakistan",Water,1993,2001,B,1430.731104,246.7,True,0.0,-71.78,2.3487738419618527,0.9373297002724795,4.20708446866485,0.19073569482288827,2.119891008174387,0.03814713896457766,0.5722070844686649,0.0653950953678474,0.010899182561307902,0.2452316076294278,0.043596730245231606,0.44141689373297005,2.1634877384196187,0.3760217983651226,0.8555858310626703,0.3705722070844687,0.28,0.6153846153846154,0.36363636363636365,0.5,0.25,0.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.15384615384615385,0.4090909090909091,0.6666666666666666,0.4,0.25,0.010899182561307902,0.0,0.34877384196185285,1.3623978201634876,0.45231607629427795,0.0326975476839237,0.005449591280653951,0.0,0.0,0.2857142857142857,0.0,-0.7671232876712328,-0.8487084870848709,-0.7040816326530612,-0.625,-0.5,0.0,0.0,1989-94,Medium,1,0,1,1,3
